0.000000,12.000000,10.000000
-0.002961,11.997296,9.950161
-0.006009,11.994505,9.900332
-0.009143,11.991540,9.850519
-0.012277,11.988575,9.800706
-0.015496,11.985349,9.750915
-0.018889,11.981861,9.701152
-0.022281,11.978374,9.651389
-0.025674,11.974886,9.601626
-0.029153,11.971398,9.551869
-0.032719,11.967823,9.502125
-0.036284,11.964161,9.452387
-0.039849,11.960499,9.402649
-0.043501,11.956837,9.352917
-0.047239,11.953088,9.303198
-0.051064,11.949252,9.253492
-0.054889,11.945416,9.203787
-0.058713,11.941581,9.154081
-0.062537,11.937657,9.104383
-0.066361,11.933734,9.054684
-0.070186,11.929811,9.004985
-0.074096,11.925887,8.955293
-0.078007,11.921964,8.905601
-0.081918,11.918040,8.855908
-0.085829,11.914117,8.806216
-0.089913,11.910193,8.756538
-0.094083,11.906183,8.706874
-0.098254,11.902173,8.657209
-0.102510,11.898076,8.607559
-0.106767,11.893979,8.557909
-0.111196,11.889795,8.508282
-0.115625,11.885612,8.458654
-0.120140,11.881341,8.409042
-0.124654,11.876984,8.359438
-0.129339,11.872365,8.309873
-0.134110,11.867660,8.260324
-0.138880,11.862781,8.210792
-0.143647,11.857641,8.161285
-0.148584,11.852328,8.111814
-0.153520,11.846842,8.062362
-0.158542,11.841269,8.012928
-0.163646,11.835435,7.963532
-0.168749,11.829515,7.914147
-0.174022,11.823335,7.864812
-0.179293,11.817068,7.815487
-0.184564,11.810802,7.766162
-0.189836,11.804535,7.716837
-0.195107,11.798268,7.667512
-0.200378,11.792002,7.618187
-0.205649,11.785735,7.568862
-0.210920,11.779469,7.519537
-0.216192,11.773202,7.470212
-0.221463,11.766935,7.420887
-0.226733,11.760582,7.371573
-0.232088,11.754142,7.322279
-0.237443,11.747702,7.272986
-0.242798,11.741261,7.223692
-0.248153,11.734821,7.174399
-0.253591,11.728209,7.125137
-0.259030,11.721596,7.075876
-0.264468,11.714983,7.026614
-0.269906,11.708370,6.977353
-0.275345,11.701757,6.928091
-0.280783,11.695145,6.878829
-0.286222,11.688532,6.829568
-0.291660,11.681919,6.780306
-0.297099,11.675306,6.731045
-0.302537,11.668694,6.681783
-0.307976,11.662081,6.632522
-0.313414,11.655468,6.583260
-0.318853,11.648855,6.533998
-0.324291,11.642242,6.484737
-0.329729,11.635630,6.435475
-0.335168,11.629017,6.386214
-0.340606,11.622404,6.336952
-0.346045,11.615791,6.287691
-0.351483,11.609179,6.238429
-0.356922,11.602566,6.189167
-0.362359,11.595866,6.139917
-0.367793,11.588994,6.090691
-0.373228,11.582122,6.041465
-0.378663,11.575250,5.992239
-0.384094,11.568205,5.943036
-0.389526,11.561160,5.893834
-0.394957,11.554029,5.844644
-0.400386,11.546811,5.795466
-0.405815,11.539594,5.746288
-0.411243,11.532290,5.697124
-0.416669,11.524899,5.647971
-0.422096,11.517509,5.598819
-0.427521,11.510033,5.549679
-0.432946,11.502556,5.500540
-0.438369,11.494993,5.451414
-0.443793,11.487431,5.402287
-0.449215,11.479781,5.353175
-0.454637,11.472132,5.304062
-0.460057,11.464396,5.254962
-0.465477,11.456574,5.205876
-0.470894,11.448667,5.156803
-0.476312,11.440759,5.107730
-0.481729,11.432851,5.058658
-0.487145,11.424857,5.009599
-0.492560,11.416777,4.960554
-0.498057,11.408525,4.911547
-0.503552,11.400187,4.862555
-0.509043,11.391590,4.813606
-0.514533,11.382994,4.764658
-0.520187,11.374054,4.715790
-0.525841,11.365114,4.666922
-0.531495,11.356174,4.618053
-0.537146,11.347063,4.569217
-0.542795,11.337866,4.520396
-0.548443,11.328669,4.471575
-0.554092,11.319471,4.422754
-0.559741,11.310274,4.373933
-0.565390,11.301077,4.325112
-0.571038,11.291880,4.276291
-0.576685,11.282597,4.227486
-0.582328,11.273142,4.178713
-0.587971,11.263687,4.129941
-0.593613,11.254147,4.081185
-0.599252,11.244520,4.032445
